exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
22,48,0,0,0,1,0,1,1,12,0,6.3332801,295,1,1,0,0,0,0,0,0,484
23,48,0,0,0,1,0,1,1,12,0,6.6147299,295,2,0,1,0,0,0,0,0,529
24,48,0,0,0,1,0,1,1,12,0,6.7345901,295,3,0,0,1,0,0,0,0,576
25,46,0,0,0,1,0,1,1,12,0,6.77422,295,4,0,0,0,1,0,0,0,625
26,47,0,0,0,1,0,1,1,12,0,6.86485,295,5,0,0,0,0,1,0,0,676
27,47,0,0,0,1,0,1,1,12,0,6.9707298,295,6,0,0,0,0,0,1,0,729
28,47,0,0,0,1,0,1,1,12,0,7.0475202,295,7,0,0,0,0,0,0,1,784
30,50,1,1,0,0,1,0,1,8,0,6.4457202,296,1,1,0,0,0,0,0,0,900
31,47,1,1,0,0,1,0,0,8,0,6.3332801,296,2,0,1,0,0,0,0,0,961
32,48,1,1,0,1,1,0,0,8,0,6.3969302,296,3,0,0,1,0,0,0,0,1024
33,48,1,1,0,1,1,0,1,8,0,6.4815798,296,4,0,0,0,1,0,0,0,1089
34,39,1,1,0,1,1,0,1,8,0,6.59167,296,5,0,0,0,0,1,0,0,1156
35,50,1,1,0,1,1,0,1,8,0,6.59304,296,6,0,0,0,0,0,1,0,1225
36,50,1,1,0,1,0,0,1,8,0,6.77878,296,7,0,0,0,0,0,0,1,1296
12,49,1,0,1,0,1,0,0,12,0,6.4297199,297,1,1,0,0,0,0,0,0,144
13,48,1,0,1,0,1,0,0,12,0,6.4313302,297,2,0,1,0,0,0,0,0,169
14,34,1,0,1,0,1,0,1,12,0,6.5944099,297,3,0,0,1,0,0,0,0,196
15,47,1,0,1,0,1,0,1,12,0,6.71174,297,4,0,0,0,1,0,0,0,225
16,48,1,0,1,0,1,0,1,12,0,6.7452402,297,5,0,0,0,0,1,0,0,256
17,47,1,0,1,0,1,0,1,12,0,6.8772998,297,6,0,0,0,0,0,1,0,289
18,48,1,0,1,0,1,0,1,12,0,6.8023901,297,7,0,0,0,0,0,0,1,324
11,50,1,1,1,1,1,0,0,12,1,6.49224,298,1,1,0,0,0,0,0,0,121
12,50,1,1,1,1,1,0,0,12,1,6.2146101,298,2,0,1,0,0,0,0,0,144
13,50,1,1,1,1,1,0,0,12,1,6.7274299,298,3,0,0,1,0,0,0,0,169
14,49,1,1,1,1,1,0,0,12,1,6.6656799,298,4,0,0,0,1,0,0,0,196
15,48,0,1,1,1,0,0,0,12,1,6.3099198,298,5,0,0,0,0,1,0,0,225
16,50,0,1,1,1,0,0,0,12,1,6.2146101,298,6,0,0,0,0,0,1,0,256
17,50,0,1,1,1,0,0,0,12,1,6.2146101,298,7,0,0,0,0,0,0,1,289
35,49,0,0,0,1,0,1,0,16,0,6.3099198,299,1,1,0,0,0,0,0,0,1225
36,50,0,0,0,1,0,1,0,16,0,6.3099198,299,2,0,1,0,0,0,0,0,1296
37,49,0,0,0,1,0,1,0,16,0,6.3099198,299,3,0,0,1,0,0,0,0,1369
38,50,0,0,0,1,0,1,0,16,0,6.3099198,299,4,0,0,0,1,0,0,0,1444
39,50,0,0,0,1,0,1,0,16,0,6.5510802,299,5,0,0,0,0,1,0,0,1521
40,50,0,0,0,1,0,1,0,16,0,6.62007,299,6,0,0,0,0,0,1,0,1600
41,50,0,0,0,1,0,1,0,16,0,6.7452402,299,7,0,0,0,0,0,0,1,1681
33,51,1,0,0,0,1,0,0,12,0,6.1463299,300,1,1,0,0,0,0,0,0,1089
34,51,1,0,0,0,1,0,0,12,0,6.25383,300,2,0,1,0,0,0,0,0,1156
35,51,1,0,0,0,1,0,0,12,0,6.3099198,300,3,0,0,1,0,0,0,0,1225
36,47,1,0,0,0,1,0,0,12,0,6.3508902,300,4,0,0,0,1,0,0,0,1296
37,49,1,0,0,0,1,0,0,12,0,6.4614701,300,5,0,0,0,0,1,0,0,1369
38,47,0,0,0,0,1,0,0,12,0,6.50279,300,6,0,0,0,0,0,1,0,1444
39,47,1,0,0,0,1,0,0,12,0,6.5971498,300,7,0,0,0,0,0,0,1,1521
9,49,0,1,0,1,1,0,0,14,0,6.5366902,301,1,1,0,0,0,0,0,0,81
10,49,0,1,0,1,1,0,0,14,0,6.5510802,301,2,0,1,0,0,0,0,0,100
11,49,0,1,0,1,1,0,0,14,0,6.6592898,301,3,0,0,1,0,0,0,0,121
12,48,0,1,0,1,1,0,0,14,0,6.8297901,301,4,0,0,0,1,0,0,0,144
13,46,0,1,0,1,1,0,0,14,0,6.8564601,301,5,0,0,0,0,1,0,0,169
14,46,0,1,0,1,1,0,0,14,0,6.9565501,301,6,0,0,0,0,0,1,0,196
15,48,0,1,0,1,1,0,0,14,0,7.1308999,301,7,0,0,0,0,0,0,1,225
11,36,0,0,0,1,1,0,1,17,0,6.2245598,302,1,1,0,0,0,0,0,0,121
12,36,0,0,0,1,1,0,1,17,0,6.3099198,302,2,0,1,0,0,0,0,0,144
13,37,0,0,0,1,1,0,1,17,0,6.4769702,302,3,0,0,1,0,0,0,0,169
14,38,0,0,0,1,1,0,1,17,0,6.67834,302,4,0,0,0,1,0,0,0,196
15,35,0,0,0,1,1,0,1,17,0,6.7799201,302,5,0,0,0,0,1,0,0,225
16,35,0,0,0,1,1,0,1,17,0,6.8046098,302,6,0,0,0,0,0,1,0,256
17,36,0,0,0,1,1,0,1,17,0,6.8564601,302,7,0,0,0,0,0,0,1,289
2,50,1,1,1,1,1,0,0,13,0,5.7525702,303,1,1,0,0,0,0,0,0,4
3,50,1,1,1,1,1,0,0,13,0,5.8579302,303,2,0,1,0,0,0,0,0,9
4,49,1,1,1,1,1,0,0,13,0,6.0753498,303,3,0,0,1,0,0,0,0,16
5,49,1,1,1,1,1,0,0,13,0,8.51719,303,4,0,0,0,1,0,0,0,25
6,51,1,1,1,1,1,0,0,13,0,6.5147099,303,5,0,0,0,0,1,0,0,36
7,49,1,1,1,1,1,0,0,13,0,6.5861702,303,6,0,0,0,0,0,1,0,49
8,48,1,1,1,1,1,0,0,13,0,6.7031898,303,7,0,0,0,0,0,0,1,64
11,50,1,0,1,1,1,0,1,9,0,6.1633101,304,1,1,0,0,0,0,0,0,121
12,51,1,0,1,1,1,0,1,9,0,6.2634001,304,2,0,1,0,0,0,0,0,144
13,51,1,0,1,1,1,0,1,9,0,6.3543701,304,3,0,0,1,0,0,0,0,169
14,51,1,0,1,1,1,0,1,9,0,6.4377499,304,4,0,0,0,1,0,0,0,196
15,51,1,0,1,1,1,0,1,9,0,6.4769702,304,5,0,0,0,0,1,0,0,225
16,51,1,0,1,1,1,0,1,9,0,6.5510802,304,6,0,0,0,0,0,1,0,256
17,51,1,0,1,1,1,0,0,9,0,6.4085302,304,7,0,0,0,0,0,0,1,289
18,50,0,0,0,1,1,0,0,16,0,6.9057498,305,1,1,0,0,0,0,0,0,324
19,49,0,0,0,1,1,0,0,16,0,6.9057498,305,2,0,1,0,0,0,0,0,361
20,49,0,0,0,1,1,0,0,16,0,7.2513399,305,3,0,0,1,0,0,0,0,400
21,49,0,0,0,1,1,0,0,16,0,7.2513399,305,4,0,0,0,1,0,0,0,441
22,50,0,0,0,1,1,0,0,16,0,6.9077601,305,5,0,0,0,0,1,0,0,484
23,47,0,0,0,1,1,0,0,16,0,7.23634,305,6,0,0,0,0,0,1,0,529
24,48,0,0,0,1,1,0,0,16,0,7.2723999,305,7,0,0,0,0,0,0,1,576
18,50,1,0,0,0,1,0,0,12,0,6.4952698,306,1,1,0,0,0,0,0,0,324
19,50,1,0,0,0,1,0,0,12,0,6.60394,306,2,0,1,0,0,0,0,0,361
20,50,0,0,0,0,1,0,0,12,0,6.7007298,306,3,0,0,1,0,0,0,0,400
21,49,1,0,0,0,1,0,0,12,0,6.5861702,306,4,0,0,0,1,0,0,0,441
22,49,1,0,0,0,1,0,0,12,0,6.4183602,306,5,0,0,0,0,1,0,0,484
23,49,1,0,0,0,1,0,0,12,0,6.2146101,306,6,0,0,0,0,0,1,0,529
24,49,1,0,0,0,1,0,0,12,0,6.62007,306,7,0,0,0,0,0,0,1,576
3,47,1,1,0,0,1,0,1,8,0,6.45047,307,1,1,0,0,0,0,0,0,9
4,52,1,1,0,0,1,0,1,8,0,6.67203,307,2,0,1,0,0,0,0,0,16
5,50,1,1,0,0,1,0,1,8,0,6.5638599,307,3,0,0,1,0,0,0,0,25
6,47,1,1,0,0,1,0,1,8,0,6.6066499,307,4,0,0,0,1,0,0,0,36
7,49,1,1,0,0,1,0,1,8,0,6.8351798,307,5,0,0,0,0,1,0,0,49
8,47,1,1,0,0,1,0,1,8,0,6.8617101,307,6,0,0,0,0,0,1,0,64
9,51,1,1,0,0,1,0,1,8,0,7.06987,307,7,0,0,0,0,0,0,1,81
27,46,1,1,0,1,1,0,1,11,0,6.4815798,308,1,1,0,0,0,0,0,0,729
28,48,1,1,0,1,1,0,1,11,0,6.5539298,308,2,0,1,0,0,0,0,0,784
29,46,1,1,0,1,1,0,1,11,0,6.6187401,308,3,0,0,1,0,0,0,0,841
30,46,1,1,0,1,1,0,1,11,0,6.7569299,308,4,0,0,0,1,0,0,0,900
31,46,1,1,0,1,1,0,1,11,0,6.8762598,308,5,0,0,0,0,1,0,0,961
32,40,1,1,0,1,1,0,1,11,0,6.9902601,308,6,0,0,0,0,0,1,0,1024
33,42,1,1,0,1,1,0,1,11,0,7.0749602,308,7,0,0,0,0,0,0,1,1089
18,48,1,1,0,0,1,0,1,9,0,6.00389,309,1,1,0,0,0,0,0,0,324
19,44,1,1,0,0,1,0,1,9,0,6.1092501,309,2,0,1,0,0,0,0,0,361
20,41,1,1,0,0,1,0,0,9,0,6.2344098,309,3,0,0,1,0,0,0,0,400
21,33,1,1,0,0,1,0,0,9,0,6.03548,309,4,0,0,0,1,0,0,0,441
22,51,1,1,0,0,1,0,0,9,0,6.11589,309,5,0,0,0,0,1,0,0,484
23,38,1,1,0,0,1,0,0,9,0,6.1944098,309,6,0,0,0,0,0,1,0,529
24,51,1,1,0,0,1,0,0,9,0,6.2709899,309,7,0,0,0,0,0,0,1,576
13,50,1,1,0,0,1,0,1,12,0,6.3315001,310,1,1,0,0,0,0,0,0,169
14,49,1,1,0,0,1,0,1,12,0,6.39359,310,2,0,1,0,0,0,0,0,196
15,36,1,1,0,0,1,0,1,12,0,6.4846401,310,3,0,0,1,0,0,0,0,225
16,49,1,1,0,0,1,0,1,12,0,6.5694799,310,4,0,0,0,1,0,0,0,256
17,49,1,1,0,0,1,0,1,12,0,6.7031898,310,5,0,0,0,0,1,0,0,289
18,49,1,1,0,0,1,0,1,12,0,6.7901001,310,6,0,0,0,0,0,1,0,324
19,48,1,1,0,0,1,0,1,12,0,6.8762598,310,7,0,0,0,0,0,0,1,361
5,50,1,0,1,0,1,0,0,12,0,6.4118199,311,1,1,0,0,0,0,0,0,25
6,50,1,0,1,0,1,0,0,12,0,6.5652599,311,2,0,1,0,0,0,0,0,36
7,33,1,0,1,0,1,0,1,12,0,6.5998702,311,3,0,0,1,0,0,0,0,49
8,49,1,0,1,0,1,0,1,12,0,6.6908398,311,4,0,0,0,1,0,0,0,64
9,49,1,0,1,0,1,0,1,12,0,6.8405499,311,5,0,0,0,0,1,0,0,81
10,42,1,0,1,0,1,0,1,12,0,6.9373102,311,6,0,0,0,0,0,1,0,100
11,49,1,0,1,0,1,0,1,12,0,7.03615,311,7,0,0,0,0,0,0,1,121
14,36,1,1,0,1,1,0,1,14,0,6.5750799,312,1,1,0,0,0,0,0,0,196
15,49,0,1,0,1,1,0,1,14,0,6.6515698,312,2,0,1,0,0,0,0,0,225
16,47,0,1,0,1,1,0,1,14,0,6.7557702,312,3,0,0,1,0,0,0,0,256
17,49,0,1,0,1,1,0,1,14,0,6.8405499,312,4,0,0,0,1,0,0,0,289
18,48,0,1,0,1,1,0,1,14,0,6.9067502,312,5,0,0,0,0,1,0,0,324
19,49,1,1,0,1,1,0,1,14,0,6.6833601,312,6,0,0,0,0,0,1,0,361
20,49,0,1,0,1,1,0,1,14,0,7.0613298,312,7,0,0,0,0,0,0,1,400
8,50,0,0,0,0,1,0,0,16,0,6.22258,313,1,1,0,0,0,0,0,0,64
9,50,0,0,0,0,1,0,0,16,0,6.3456402,313,2,0,1,0,0,0,0,0,81
10,50,0,0,0,0,1,0,0,16,0,6.4297199,313,3,0,0,1,0,0,0,0,100
11,49,0,0,0,0,1,0,0,16,0,6.49224,313,4,0,0,0,1,0,0,0,121
12,48,0,0,0,0,1,0,0,16,0,6.6359501,313,5,0,0,0,0,1,0,0,144
13,48,0,0,0,0,1,0,0,16,0,6.6592898,313,6,0,0,0,0,0,1,0,169
14,46,0,0,0,0,1,0,0,16,0,7.1308999,313,7,0,0,0,0,0,0,1,196
10,49,1,1,0,0,1,0,0,12,0,6.3026199,314,1,1,0,0,0,0,0,0,100
11,50,1,0,0,0,1,0,1,12,0,6.3561101,314,2,0,1,0,0,0,0,0,121
12,44,1,0,0,0,1,0,1,12,0,6.4151001,314,3,0,0,1,0,0,0,0,144
13,50,1,0,0,0,1,0,1,12,0,6.49224,314,4,0,0,0,1,0,0,0,169
14,50,1,0,0,0,1,0,1,12,0,6.6240702,314,5,0,0,0,0,1,0,0,196
15,49,1,0,0,0,1,0,1,12,0,6.7957101,314,6,0,0,0,0,0,1,0,225
16,50,1,0,0,0,1,0,1,12,0,6.97541,314,7,0,0,0,0,0,0,1,256
10,36,0,0,0,1,1,0,0,17,0,5.7071099,315,1,1,0,0,0,0,0,0,100
11,47,0,0,0,0,1,0,0,17,0,6.3969302,315,2,0,1,0,0,0,0,0,121
12,36,0,0,0,0,1,0,0,17,0,6.3969302,315,3,0,0,1,0,0,0,0,144
13,47,0,0,0,0,1,0,0,17,0,6.6346302,315,4,0,0,0,1,0,0,0,169
14,48,0,0,0,0,1,0,0,17,0,6.62007,315,5,0,0,0,0,1,0,0,196
15,38,0,0,0,0,1,0,0,17,0,6.6846099,315,6,0,0,0,0,0,1,0,225
16,48,0,0,0,0,1,0,0,17,0,6.8297901,315,7,0,0,0,0,0,0,1,256
30,51,0,1,0,0,1,0,0,17,0,6.9057498,316,1,1,0,0,0,0,0,0,900
31,52,0,1,0,1,1,0,0,17,0,6.9057498,316,2,0,1,0,0,0,0,0,961
32,49,0,1,0,0,1,0,0,17,0,7.6732202,316,3,0,0,1,0,0,0,0,1024
33,50,0,1,0,0,1,0,0,17,0,7.7514801,316,4,0,0,0,1,0,0,0,1089
34,49,0,1,0,0,1,0,0,17,0,7.81883,316,5,0,0,0,0,1,0,0,1156
35,50,0,1,0,0,1,0,0,17,0,7.6009002,316,6,0,0,0,0,0,1,0,1225
36,50,0,1,0,0,1,0,0,17,0,7.9039698,316,7,0,0,0,0,0,0,1,1296
12,43,1,0,0,0,1,0,0,12,0,5.9914598,317,1,1,0,0,0,0,0,0,144
13,51,1,0,0,0,1,0,0,12,0,5.9026299,317,2,0,1,0,0,0,0,0,169
14,35,1,0,0,0,0,0,0,12,0,6.5510802,317,3,0,0,1,0,0,0,0,196
15,36,1,0,0,0,0,0,0,12,0,6.4997902,317,4,0,0,0,1,0,0,0,225
16,50,1,0,0,0,1,0,0,12,0,6.2146101,317,5,0,0,0,0,1,0,0,256
17,48,1,1,0,0,1,0,0,12,0,6.6846099,317,6,0,0,0,0,0,1,0,289
18,26,1,0,0,0,1,0,0,12,0,6.2146101,317,7,0,0,0,0,0,0,1,324
10,38,0,1,0,1,1,0,0,15,0,6.3543701,318,1,1,0,0,0,0,0,0,100
11,49,0,1,0,1,1,0,0,15,0,6.4769702,318,2,0,1,0,0,0,0,0,121
12,52,0,1,0,1,1,0,0,15,0,6.7452402,318,3,0,0,1,0,0,0,0,144
13,48,1,1,0,1,1,0,1,15,0,6.5510802,318,4,0,0,0,1,0,0,0,169
14,27,0,1,0,1,1,0,0,15,0,6.8023901,318,5,0,0,0,0,1,0,0,196
15,50,0,1,0,1,1,0,0,15,0,6.5792499,318,6,0,0,0,0,0,1,0,225
16,49,0,1,0,1,1,0,0,15,0,6.9077601,318,7,0,0,0,0,0,0,1,256
24,47,1,1,1,1,1,0,1,12,0,6.5012898,319,1,1,0,0,0,0,0,0,576
25,47,1,1,1,1,1,0,1,12,0,6.5736799,319,2,0,1,0,0,0,0,0,625
26,44,1,1,1,1,1,0,1,12,0,6.6554399,319,3,0,0,1,0,0,0,0,676
27,47,1,1,1,1,1,0,1,12,0,6.7534399,319,4,0,0,0,1,0,0,0,729
28,47,1,1,1,1,1,0,1,12,0,6.8480101,319,5,0,0,0,0,1,0,0,784
29,47,1,1,1,1,1,0,1,12,0,6.94312,319,6,0,0,0,0,0,1,0,841
30,40,1,1,1,1,1,0,1,12,0,7.0352702,319,7,0,0,0,0,0,0,1,900
20,50,1,1,1,1,1,0,0,6,1,6.09131,320,1,1,0,0,0,0,0,0,400
21,48,1,1,1,1,1,0,0,6,1,6.2363701,320,2,0,1,0,0,0,0,0,441
22,50,1,1,1,1,1,0,0,6,1,6.2709899,320,3,0,0,1,0,0,0,0,484
23,50,1,1,1,1,1,0,0,6,1,6.4769702,320,4,0,0,0,1,0,0,0,529
24,46,1,1,1,1,1,0,0,6,1,6.5957799,320,5,0,0,0,0,1,0,0,576
25,51,1,1,1,1,1,0,0,6,1,6.4457202,320,6,0,0,0,0,0,1,0,625
26,46,1,1,1,1,1,0,0,6,1,6.7799201,320,7,0,0,0,0,0,0,1,676
6,49,1,1,1,1,1,0,1,12,0,6.0402498,321,1,1,0,0,0,0,0,0,36
7,50,1,1,1,1,1,0,1,12,0,6.2065802,321,2,0,1,0,0,0,0,0,49
8,50,1,1,1,1,1,0,1,12,0,6.2728801,321,3,0,0,1,0,0,0,0,64
9,50,0,1,1,1,1,0,1,12,0,6.3969302,321,4,0,0,0,1,0,0,0,81
10,50,0,1,1,1,1,0,1,12,0,6.4707999,321,5,0,0,0,0,1,0,0,100
11,48,1,1,1,1,1,0,1,12,0,6.5453501,321,6,0,0,0,0,0,1,0,121
12,49,1,1,1,1,1,0,1,12,0,6.6821098,321,7,0,0,0,0,0,0,1,144
13,48,0,1,0,0,1,0,0,12,0,6.6871099,322,1,1,0,0,0,0,0,0,169
14,50,0,1,0,0,1,0,0,12,0,6.7452402,322,2,0,1,0,0,0,0,0,196
15,48,0,1,0,0,1,0,0,12,0,6.8564601,322,3,0,0,1,0,0,0,0,225
16,47,0,1,0,0,1,0,0,12,0,6.9565501,322,4,0,0,0,1,0,0,0,256
17,48,0,1,0,0,1,0,0,12,0,7.0475202,322,5,0,0,0,0,1,0,0,289
18,48,0,1,0,0,1,0,0,12,0,7.0934,322,6,0,0,0,0,0,1,0,324
19,47,0,1,0,0,1,0,0,12,0,7.1308999,322,7,0,0,0,0,0,0,1,361
12,49,0,0,1,1,0,1,0,16,0,6.5510802,323,1,1,0,0,0,0,0,0,144
13,49,0,0,1,1,0,1,0,16,0,6.5510802,323,2,0,1,0,0,0,0,0,169
14,50,0,0,1,1,0,1,0,16,0,6.8023901,323,3,0,0,1,0,0,0,0,196
15,49,0,0,1,1,0,1,0,16,0,6.8564601,323,4,0,0,0,1,0,0,0,225
16,50,0,0,1,1,0,1,0,16,0,6.86693,323,5,0,0,0,0,1,0,0,256
17,46,0,0,1,1,0,1,0,16,0,7.0030699,323,6,0,0,0,0,0,1,0,289
18,47,0,0,1,1,0,1,0,16,0,7.1308999,323,7,0,0,0,0,0,0,1,324
3,33,1,0,0,1,1,0,1,14,0,6.1882601,324,1,1,0,0,0,0,0,0,9
4,50,1,0,0,1,1,0,1,14,0,6.6066499,324,2,0,1,0,0,0,0,0,16
5,37,1,0,0,1,1,0,1,14,0,6.6846099,324,3,0,0,1,0,0,0,0,25
6,42,1,0,0,1,1,0,1,14,0,6.7684898,324,4,0,0,0,1,0,0,0,36
7,32,1,0,0,1,1,0,1,14,0,6.8606601,324,5,0,0,0,0,1,0,0,49
8,47,1,0,0,0,1,0,1,14,0,6.9660201,324,6,0,0,0,0,0,1,0,64
9,48,1,0,0,0,1,0,1,14,0,7.0030699,324,7,0,0,0,0,0,0,1,81
35,50,0,0,1,1,1,0,0,15,0,6.2634001,325,1,1,0,0,0,0,0,0,1225
36,50,0,0,1,1,1,0,0,15,0,6.2915702,325,2,0,1,0,0,0,0,0,1296
37,50,0,0,1,1,1,0,0,15,0,6.3969302,325,3,0,0,1,0,0,0,0,1369
38,50,0,0,1,1,1,0,0,15,0,6.3969302,325,4,0,0,0,1,0,0,0,1444
39,50,0,0,1,1,1,0,0,15,0,6.5778599,325,5,0,0,0,0,1,0,0,1521
40,50,0,0,1,1,1,0,0,15,0,6.62007,325,6,0,0,0,0,0,1,0,1600
41,50,0,0,1,1,1,0,0,15,0,6.6846099,325,7,0,0,0,0,0,0,1,1681
22,48,0,0,0,1,1,0,0,12,0,6.5510802,326,1,1,0,0,0,0,0,0,484
23,47,0,0,0,1,1,0,0,12,0,6.6846099,326,2,0,1,0,0,0,0,0,529
24,47,0,0,0,1,1,0,0,12,0,6.5510802,326,3,0,0,1,0,0,0,0,576
25,47,0,0,0,1,1,0,0,12,0,6.8287101,326,4,0,0,0,1,0,0,0,625
26,47,0,0,0,1,1,0,0,12,0,6.8023901,326,5,0,0,0,0,1,0,0,676
27,47,0,0,0,1,1,0,0,12,0,7.1364799,326,6,0,0,0,0,0,1,0,729
28,47,0,0,1,0,1,0,0,12,0,7.1831102,326,7,0,0,0,0,0,0,1,784
10,39,1,0,1,1,0,1,0,12,1,5.93225,327,1,1,0,0,0,0,0,0,100
11,39,1,0,1,1,0,1,0,12,1,6.1964402,327,2,0,1,0,0,0,0,0,121
12,41,1,0,1,1,0,1,0,12,1,6.2363701,327,3,0,0,1,0,0,0,0,144
13,37,0,0,1,1,0,1,0,12,1,6.3099198,327,4,0,0,0,1,0,0,0,169
14,37,0,0,1,1,0,1,1,12,1,6.4425402,327,5,0,0,0,0,1,0,0,196
15,36,1,0,1,1,0,1,0,12,1,6.1092501,327,6,0,0,0,0,0,1,0,225
16,36,1,0,1,1,0,1,0,12,1,6.2146101,327,7,0,0,0,0,0,0,1,256
31,48,0,1,0,1,1,0,0,10,0,6.62007,328,1,1,0,0,0,0,0,0,961
32,48,1,1,0,1,1,0,0,10,0,6.6846099,328,2,0,1,0,0,0,0,0,1024
33,48,1,1,0,1,1,0,1,10,0,6.7333999,328,3,0,0,1,0,0,0,0,1089
34,49,1,1,0,1,1,0,1,10,0,6.8189201,328,4,0,0,0,1,0,0,0,1156
35,48,1,1,0,1,1,0,0,10,0,6.8721299,328,5,0,0,0,0,1,0,0,1225
36,50,1,1,0,1,1,0,0,10,0,6.9660201,328,6,0,0,0,0,0,1,0,1296
37,49,1,1,0,1,1,0,0,10,0,7.04316,328,7,0,0,0,0,0,0,1,1369
38,49,1,1,0,1,1,0,0,15,0,6.4216199,329,1,1,0,0,0,0,0,0,1444
39,48,1,1,0,1,1,0,0,15,0,6.4769702,329,2,0,1,0,0,0,0,0,1521
40,48,0,1,0,1,1,0,0,15,0,6.5510802,329,3,0,0,1,0,0,0,0,1600
41,48,0,1,0,1,1,0,0,15,0,6.6846099,329,4,0,0,0,1,0,0,0,1681
42,48,0,1,0,1,1,0,0,15,0,6.6846099,329,5,0,0,0,0,1,0,0,1764
43,48,1,1,0,1,1,0,0,15,0,6.8023901,329,6,0,0,0,0,0,1,0,1849
44,48,0,1,0,1,1,0,0,15,0,6.9077601,329,7,0,0,0,0,0,0,1,1936
35,45,0,0,0,1,1,0,0,17,0,6.7592602,330,1,1,0,0,0,0,0,0,1225
36,36,0,0,0,1,1,0,0,17,0,6.8134398,330,2,0,1,0,0,0,0,0,1296
37,36,0,0,0,1,1,0,0,17,0,6.86693,330,3,0,0,1,0,0,0,0,1369
38,35,0,0,0,1,1,0,0,17,0,6.8511801,330,4,0,0,0,1,0,0,0,1444
39,35,0,0,0,1,1,0,0,17,0,6.9489002,330,5,0,0,0,0,1,0,0,1521
40,35,0,0,0,1,1,0,0,17,0,7.0647602,330,6,0,0,0,0,0,1,0,1600
41,36,0,0,0,1,1,0,0,17,0,7.1147699,330,7,0,0,0,0,0,0,1,1681
38,46,1,1,0,1,1,0,0,11,0,6.8895898,331,1,1,0,0,0,0,0,0,1444
39,49,1,1,0,1,1,0,1,11,0,6.9057498,331,2,0,1,0,0,0,0,0,1521
40,43,1,1,0,1,1,0,0,11,0,6.9077601,331,3,0,0,1,0,0,0,0,1600
41,48,1,1,0,1,1,0,1,11,0,7.0030699,331,4,0,0,0,1,0,0,0,1681
42,47,1,1,0,1,1,0,1,11,0,7.1308999,331,5,0,0,0,0,1,0,0,1764
43,48,1,1,0,1,1,0,1,11,0,7.1082401,331,6,0,0,0,0,0,1,0,1849
44,47,1,1,0,1,1,0,0,11,0,7.0900798,331,7,0,0,0,0,0,0,1,1936
36,30,1,0,1,1,0,1,0,12,1,5.6131301,332,1,1,0,0,0,0,0,0,1296
37,48,1,0,1,1,0,1,0,12,1,5.8200798,332,2,0,1,0,0,0,0,0,1369
38,49,1,0,1,1,0,1,0,12,1,5.7620502,332,3,0,0,1,0,0,0,0,1444
39,46,1,0,1,1,0,1,0,12,1,5.8999,332,4,0,0,0,1,0,0,0,1521
40,47,1,0,1,1,0,1,0,12,1,5.9584198,332,5,0,0,0,0,1,0,0,1600
41,46,1,0,1,1,0,1,0,12,1,6.17379,332,6,0,0,0,0,0,1,0,1681
42,48,1,0,1,1,0,1,0,12,1,6.10256,332,7,0,0,0,0,0,0,1,1764
6,49,1,0,0,1,1,0,1,12,0,6.4457202,333,1,1,0,0,0,0,0,0,36
7,47,1,0,0,1,1,0,1,12,0,6.62007,333,2,0,1,0,0,0,0,0,49
8,50,1,0,0,1,1,0,1,12,0,6.5998702,333,3,0,0,1,0,0,0,0,64
9,46,1,0,0,1,1,0,1,12,0,6.6333199,333,4,0,0,0,1,0,0,0,81
10,48,1,0,0,1,1,0,1,12,0,6.8351798,333,5,0,0,0,0,1,0,0,100
11,48,1,0,0,1,1,0,1,12,0,6.9994202,333,6,0,0,0,0,0,1,0,121
12,48,1,0,0,1,1,0,1,12,0,6.9077601,333,7,0,0,0,0,0,0,1,144
35,50,1,1,1,0,1,0,0,5,0,6.3332801,334,1,1,0,0,0,0,0,0,1225
36,51,1,1,1,0,1,0,0,5,0,5.8579302,334,2,0,1,0,0,0,0,0,1296
37,51,1,1,1,0,1,0,0,5,0,6.3952599,334,3,0,0,1,0,0,0,0,1369
38,50,1,1,1,0,1,0,0,5,0,6.1092501,334,4,0,0,0,1,0,0,0,1444
39,43,1,1,1,0,1,0,0,5,0,6.1092501,334,5,0,0,0,0,1,0,0,1521
40,51,1,1,1,0,1,0,0,5,0,6.1092501,334,6,0,0,0,0,0,1,0,1600
41,49,1,1,1,0,1,0,0,5,0,6.3969302,334,7,0,0,0,0,0,0,1,1681
24,42,0,0,1,1,1,1,0,16,0,6.3952599,335,1,1,0,0,0,0,0,0,576
25,50,0,0,1,1,1,1,0,16,0,6.4361501,335,2,0,1,0,0,0,0,0,625
26,47,0,0,1,1,1,1,0,16,0,6.49224,335,3,0,0,1,0,0,0,0,676
27,45,0,0,1,1,1,1,0,16,0,6.73102,335,4,0,0,0,1,0,0,0,729
28,49,0,0,1,1,1,1,0,16,0,6.7452402,335,5,0,0,0,0,1,0,0,784
29,46,0,0,1,1,1,1,0,16,0,7.0422902,335,6,0,0,0,0,0,1,0,841
30,48,0,0,1,1,1,1,0,16,0,7.0900798,335,7,0,0,0,0,0,0,1,900
28,50,0,1,1,0,1,0,0,14,0,6.3099198,336,1,1,0,0,0,0,0,0,784
29,49,1,0,1,0,1,0,0,14,0,6.5366902,336,2,0,1,0,0,0,0,0,841
