c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
522-1,9,1979,2.842,25.566099,.75510001,111.9345,1.044508,3.2412672,-.28090507,4.7179141,522,1978,75,1.074661,1.0979453,3.2037013,-.12363762,-.094310649,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
523-1,9,1980,2.3050001,24.8379,.62550002,100,.83508068,3.2123706,-.46920392,4.6051702,523,1979,75,1.044508,1.074661,3.2412672,-.28090507,-.12363762,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
524-1,9,1981,2.175,26.684799,.59649998,93.186203,.77702862,3.2840941,-.51667607,4.5345998,524,1980,75,.83508068,1.044508,3.2123706,-.46920392,-.28090507,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
525-1,9,1982,2.049,26.8873,.50520003,90.816399,.71735185,3.2916541,-.68280083,4.5088401,525,1981,75,.77702862,.83508068,3.2840941,-.51667607,-.46920392,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
526-1,9,1976,4.6700001,25.9291,.97119999,102.5303,1.541159,3.2553658,-.02922287,4.6301584,526,1982,76,,,,,,,,1,0,0,0,0,0,0,0,0
527-1,9,1977,4.618,24.060499,.92000002,106.1199,1.5299617,3.1805716,-.083381593,4.6645699,527,1976,76,1.541159,,3.2553658,-.02922287,,4.6301584,,0,1,0,0,0,0,0,0,0
528-1,9,1978,4.6220002,24.1003,.89099997,108.8228,1.5308275,3.1822243,-.11541088,4.6897206,528,1977,76,1.5299617,1.541159,3.1805716,-.083381593,-.02922287,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0
529-1,9,1979,5.0029998,25.428801,.96429998,111.3165,1.6100377,3.2358825,-.036352854,4.7123775,529,1978,76,1.5308275,1.5299617,3.1822243,-.11541088,-.083381593,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0
530-1,9,1980,4.9569998,26.630899,.93769997,102.9836,1.6008006,3.2820721,-.064325236,4.6345696,530,1979,76,1.6100377,1.5308275,3.2358825,-.036352854,-.11541088,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0
531-1,9,1981,4.4510002,28.103001,.86290002,94.889603,1.4931289,3.3358765,-.14745645,4.5527143,531,1980,76,1.6008006,1.6100377,3.2820721,-.064325236,-.036352854,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0
532-1,9,1982,3.8710001,30.0096,.76929998,91.408798,1.3535129,3.4015174,-.2622743,4.5153418,532,1981,76,1.4931289,1.6008006,3.3358765,-.14745645,-.064325236,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0
533-1,9,1977,6.73,18.5294,1.2649,104.5512,1.9065752,2.9193587,.23499304,4.6496768,533,1982,77,,,,,,,,0,1,0,0,0,0,0,0,0
534-1,9,1978,6.5409999,18.2251,1.2887,107.5437,1.87809,2.9027998,.25363395,4.6778975,534,1977,77,1.9065752,,2.9193587,.23499304,,4.6496768,,0,0,1,0,0,0,0,0,0
535-1,9,1979,5.7719998,19.808001,1.4315,110.0804,1.7530186,2.9860859,.35872281,4.701211,535,1978,77,1.87809,1.9065752,2.9027998,.25363395,.23499304,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
536-1,9,1980,5.6240001,20.7628,1.2471,108.9509,1.7270432,3.0331628,.22082086,4.6908975,536,1979,77,1.7530186,1.87809,2.9860859,.35872281,.25363395,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
537-1,9,1981,4.3870001,20.941601,1.013,98.2966,1.4786457,3.0417376,.012916236,4.5879893,537,1980,77,1.7270432,1.7530186,3.0331628,.22082086,.35872281,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
538-1,9,1982,4.461,20.117201,.90759999,92.593697,1.4953729,3.0015752,-.096951544,4.5282211,538,1981,77,1.4786457,1.7270432,3.0417376,.012916236,.22082086,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
539-1,9,1983,4.9039998,19.8944,.92640001,91.5326,1.5900512,2.9904382,-.076449163,4.516695,539,1982,77,1.4953729,1.4786457,3.0015752,-.096951544,.012916236,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
540-1,9,1976,6.796,26.2715,1.2276,102.5303,1.9163342,3.2684846,.20506103,4.6301584,540,1983,78,,,,,,,,1,0,0,0,0,0,0,0,0
541-1,9,1977,7.1339998,25.423,1.1722,106.1199,1.9648721,3.2356544,.15888229,4.6645699,541,1976,78,1.9163342,,3.2684846,.20506103,,4.6301584,,0,1,0,0,0,0,0,0,0
542-1,9,1978,7.5170002,25.424601,1.1783,108.8228,2.0171671,3.2357173,.16407274,4.6897206,542,1977,78,1.9648721,1.9163342,3.2356544,.15888229,.20506103,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0
543-1,9,1979,8.3830004,25.5772,1.1592,111.3165,2.1262059,3.2417014,.14773007,4.7123775,543,1978,78,2.0171671,1.9648721,3.2357173,.16407274,.15888229,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0
544-1,9,1980,7.658,24.439899,1.0476,102.9836,2.0357509,3.1962171,.046501864,4.6345696,544,1979,78,2.1262059,2.0171671,3.2417014,.14773007,.16407274,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0
545-1,9,1981,6.5890002,24.883301,.80369997,94.889603,1.8854016,3.2141969,-.21852925,4.5527143,545,1980,78,2.0357509,2.1262059,3.1962171,.046501864,.14773007,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0
546-1,9,1982,6.0770001,25.686399,.69370002,91.408798,1.8045112,3.2459617,-.36571565,4.5153418,546,1981,78,1.8854016,2.0357509,3.2141969,-.21852925,.046501864,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0
547-1,5,1976,.456,20.5816,.1082,93.599998,-.78526247,3.0243974,-2.223774,4.5390306,547,1982,79,,,,,,,,1,0,0,0,0,0,0,0,0
548-1,5,1977,.54400003,22.628599,.1145,97.800003,-.60880595,3.1192145,-2.1671805,4.5829248,548,1976,79,-.78526247,,3.0243974,-2.223774,,4.5390306,,0,1,0,0,0,0,0,0,0
549-1,5,1978,.61799997,22.9645,.1565,102.6,-.48126686,3.1339495,-1.8546993,4.6308379,549,1977,79,-.60880595,-.78526247,3.1192145,-2.1671805,-2.223774,4.5829248,4.5390306,0,0,1,0,0,0,0,0,0
550-1,5,1979,.82800001,20.2749,.1935,102.2,-.18874212,3.0093837,-1.6424778,4.6269317,550,1978,79,-.48126686,-.60880595,3.1339495,-1.8546993,-2.1671805,4.6308379,4.5829248,0,0,0,1,0,0,0,0,0
551-1,5,1980,.75,22.792,.15099999,100,-.28768209,3.1264095,-1.8904755,4.6051702,551,1979,79,-.18874212,-.48126686,3.0093837,-1.6424778,-1.8546993,4.6269317,4.6308379,0,0,0,0,1,0,0,0,0
552-1,5,1981,.60399997,22.8452,.1301,93.900002,-.50418115,3.128741,-2.0394518,4.5422306,552,1980,79,-.28768209,-.18874212,3.1264095,-1.8904755,-1.6424778,4.6051702,4.6269317,0,0,0,0,0,1,0,0,0
553-1,5,1982,.62099999,22.389999,.1194,98.199997,-.47642422,3.1086144,-2.1252761,4.5870061,553,1981,79,-.50418115,-.28768209,3.128741,-2.0394518,-1.8904755,4.5422306,4.6051702,0,0,0,0,0,0,1,0,0
554-1,9,1976,2.9849999,23.1108,.54720002,103.7669,1.0935997,3.1403,-.60294086,4.6421471,554,1982,80,,,,,,,,1,0,0,0,0,0,0,0,0
555-1,9,1977,2.635,22.0767,.53109998,106.9042,.96888316,3.0945227,-.63280499,4.6719332,555,1976,80,1.0935997,,3.1403,-.60294086,,4.6421471,,0,1,0,0,0,0,0,0,0
556-1,9,1978,2.5610001,22.440901,.63249999,109.4623,.94039786,3.1108851,-.45807508,4.69558,556,1977,80,.96888316,1.0935997,3.0945227,-.63280499,-.60294086,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
557-1,9,1979,2.842,23.5774,.8348,111.9345,1.044508,3.1602886,-.18056309,4.7179141,557,1978,80,.94039786,.96888316,3.1108851,-.45807508,-.63280499,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
558-1,9,1980,2.9909999,22.550501,.81779999,100,1.0956078,3.1157572,-.20113748,4.6051702,558,1979,80,1.044508,.94039786,3.1602886,-.18056309,-.45807508,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
559-1,9,1981,2.7820001,22.987801,.7489,93.186203,1.0231701,3.1349638,-.28914982,4.5345998,559,1980,80,1.0956078,1.044508,3.1157572,-.20113748,-.18056309,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
560-1,9,1982,2.5,23.372299,.65270001,90.816399,.91629076,3.1515515,-.42663765,4.5088401,560,1981,80,1.0231701,1.0956078,3.1349638,-.28914982,-.20113748,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
561-1,4,1976,.85699999,28.028099,.1319,116.4,-.15431736,3.3332076,-2.0257113,4.7570324,561,1982,81,,,,,,,,1,0,0,0,0,0,0,0,0
562-1,4,1977,.86500001,24.6311,.12989999,115.7,-.14502576,3.2040098,-2.0409904,4.7510004,562,1976,81,-.15431736,,3.3332076,-2.0257113,,4.7570324,,0,1,0,0,0,0,0,0,0
563-1,4,1978,.85699999,23.2267,.1811,112.8,-.15431736,3.1453025,-1.7087059,4.7256165,563,1977,81,-.14502576,-.15431736,3.2040098,-2.0409904,-2.0257113,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
564-1,4,1979,.78899997,22.7316,.16760001,108.9,-.23698899,3.1237559,-1.786175,4.6904302,564,1978,81,-.15431736,-.14502576,3.1453025,-1.7087059,-2.0409904,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
565-1,4,1980,.79000002,21.758801,.1477,100,-.2357223,3.0800183,-1.9125721,4.6051702,565,1979,81,-.23698899,-.15431736,3.1237559,-1.786175,-1.7087059,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
566-1,4,1981,.704,23.7841,.1241,89.199997,-.35097691,3.1690173,-2.0866675,4.490881,566,1980,81,-.2357223,-.23698899,3.0800183,-1.9125721,-1.786175,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
567-1,4,1982,.67299998,25.703699,.1153,90.5,-.39600998,3.246635,-2.1602178,4.5053496,567,1981,81,-.35097691,-.2357223,3.1690173,-2.0866675,-1.9125721,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
568-1,4,1976,5.842,38.300301,.51450002,116.4,1.7650732,3.6454577,-.66455966,4.7570324,568,1982,82,,,,,,,,1,0,0,0,0,0,0,0,0
569-1,4,1977,5.033,33.3325,.48140001,115.7,1.6160163,3.5065329,-.73105675,4.7510004,569,1976,82,1.7650732,,3.6454577,-.66455966,,4.7570324,,0,1,0,0,0,0,0,0,0
570-1,4,1978,4.961,34.5783,.54689997,112.8,1.6016073,3.5432262,-.60348934,4.7256165,570,1977,82,1.6160163,1.7650732,3.5065329,-.73105675,-.66455966,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
571-1,4,1979,5.059,34.411701,.53600001,108.9,1.6211689,3.5383966,-.62362111,4.6904302,571,1978,82,1.6016073,1.6160163,3.5432262,-.60348934,-.73105675,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
572-1,4,1980,4.8860002,35.873402,.5535,100,1.586374,3.5799961,-.59149355,4.6051702,572,1979,82,1.6211689,1.6016073,3.5383966,-.62362111,-.60348934,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
573-1,4,1981,4.868,36.060101,.493,89.199997,1.5826832,3.585187,-.70724612,4.490881,573,1980,82,1.586374,1.6211689,3.5799961,-.59149355,-.62362111,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
574-1,4,1982,4.7350001,39.867001,.47830001,90.5,1.5549817,3.685549,-.73751712,4.5053496,574,1981,82,1.5826832,1.586374,3.585187,-.70724612,-.59149355,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
575-1,1,1977,7.0450001,24.070601,1.5167,127.164,1.9523182,3.1809912,.41653693,4.8454776,575,1982,83,,,,,,,,0,1,0,0,0,0,0,0,0
576-1,1,1978,7.0040002,22.738701,1.4989001,127.3866,1.9464815,3.1240683,.40473154,4.8472266,576,1977,83,1.9523182,,3.1809912,.41653693,,4.8454776,,0,0,1,0,0,0,0,0,0
577-1,1,1979,6.7740002,24.3349,1.3676,124.6424,1.9130918,3.1919115,.31305736,4.825449,577,1978,83,1.9464815,1.9523182,3.1240683,.40473154,.41653693,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0
578-1,1,1980,5.9590001,26.8568,1.3882999,118.9132,1.7849027,3.290519,.32807994,4.7783937,578,1979,83,1.9130918,1.9464815,3.1919115,.31305736,.40473154,4.825449,4.8472266,0,0,0,0,1,0,0,0,0
579-1,1,1981,4.7410002,25.9133,1.2460001,99.357597,1.5562481,3.2547565,.21993846,4.5987253,579,1980,83,1.7849027,1.9130918,3.290519,.32807994,.31305736,4.7783937,4.825449,0,0,0,0,0,1,0,0,0
580-1,1,1982,3.78,26.9505,1.0578001,97.242798,1.329724,3.2940018,.056191333,4.5772109,580,1981,83,1.5562481,1.7849027,3.2547565,.21993846,.32807994,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0
581-1,1,1983,3.296,29.193399,.86870003,97.194397,1.1927096,3.3739426,-.14075741,4.5767131,581,1982,83,1.329724,1.5562481,3.2940018,.056191333,.21993846,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0
582-1,7,1976,11.004,20.639,1.9605,94.665703,2.3982589,3.0271826,.67319953,4.5503516,582,1983,84,,,,,,,,1,0,0,0,0,0,0,0,0
583-1,7,1977,12.816,17.010799,2.2200999,96.389999,2.5506945,2.8338485,.79755223,4.5684023,583,1976,84,2.3982589,,3.0271826,.67319953,,4.5503516,,0,1,0,0,0,0,0,0,0
584-1,7,1978,15.377,16.4804,2.681,98.607803,2.732873,2.8021717,.98618984,4.5911503,584,1977,84,2.5506945,2.3982589,2.8338485,.79755223,.67319953,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0
585-1,7,1979,16.205999,17.922199,4.4601998,100.3584,2.7853816,2.8860402,1.4951936,4.608748,585,1978,84,2.732873,2.5506945,2.8021717,.98618984,.79755223,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
586-1,7,1980,16.402,19.347401,4.9271998,100.1834,2.7974033,2.962558,1.5947708,4.6070027,586,1979,84,2.7853816,2.732873,2.8860402,1.4951936,.98618984,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
587-1,7,1981,16.086,20.607401,4.6954999,98.674301,2.7779493,3.0256503,1.5466046,4.5918245,587,1980,84,2.7974033,2.7853816,2.962558,1.5947708,1.4951936,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
588-1,7,1982,16.83,20.706301,5.0098,99.380699,2.823163,3.0304379,1.611396,4.598958,588,1981,84,2.7779493,2.7974033,3.0256503,1.5466046,1.5947708,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
589-1,5,1976,32.547001,16.868999,10.356,93.833298,3.4826853,2.8254776,2.3375661,4.5415196,589,1982,85,,,,,,,,1,0,0,0,0,0,0,0,0
590-1,5,1977,30.806,17.441601,9.3943005,97.099998,3.4277096,2.8588581,2.2401032,4.5757413,590,1976,85,3.4826853,,2.8254776,2.3375661,,4.5415196,,0,1,0,0,0,0,0,0,0
591-1,5,1978,30.379,17.785601,8.6499004,101.8,3.4137516,2.8783891,2.1575477,4.6230102,591,1977,85,3.4277096,3.4826853,2.8588581,2.2401032,2.3375661,4.5757413,4.5415196,0,0,1,0,0,0,0,0,0
592-1,5,1979,30.533001,18.0352,9.3559999,102.2667,3.418808,2.8923254,2.2360179,4.627584,592,1978,85,3.4137516,3.4277096,2.8783891,2.1575477,2.2401032,4.6230102,4.5757413,0,0,0,1,0,0,0,0,0
593-1,5,1980,29.882999,17.8783,8.5179996,100.3667,3.3972898,2.8835876,2.1421816,4.6088305,593,1979,85,3.418808,3.4137516,2.8923254,2.2360179,2.1575477,4.627584,4.6230102,0,0,0,0,1,0,0,0,0
594-1,5,1981,25.172001,17.9781,6.6585999,94.916702,3.2257323,2.8891544,1.8959092,4.5529995,594,1980,85,3.3972898,3.418808,2.8835876,2.1421816,2.2360179,4.6088305,4.627584,0,0,0,0,0,1,0,0,0
595-1,5,1982,22.833,18.004,5.7508998,97.483299,3.128207,2.890594,1.7493563,4.5796809,595,1981,85,3.2257323,3.3972898,2.8891544,1.8959092,2.1421816,4.5529995,4.6088305,0,0,0,0,0,0,1,0,0
596-1,7,1976,98.259003,16.783501,34.172501,94.665703,4.5876069,2.8203962,3.5314212,4.5503516,596,1982,86,,,,,,,,1,0,0,0,0,0,0,0,0
597-1,7,1977,99.198997,15.3535,32.365398,96.389999,4.5971279,2.7313435,3.4770899,4.5684023,597,1976,86,4.5876069,,2.8203962,3.5314212,,4.5503516,,0,1,0,0,0,0,0,0,0
598-1,7,1978,100.415,18.8764,31.8627,98.607803,4.6093116,2.9379125,3.461436,4.5911503,598,1977,86,4.5971279,4.5876069,2.7313435,3.4770899,3.5314212,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0
599-1,7,1979,108.562,15.37,31.789801,100.3584,4.6873212,2.7324176,3.4591455,4.608748,599,1978,86,4.6093116,4.5971279,2.9379125,3.461436,3.4770899,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
600-1,7,1980,106.565,15.9282,47.107899,100.1834,4.6687551,2.7680912,3.8524406,4.6070027,600,1979,86,4.6873212,4.6093116,2.7324176,3.4591455,3.461436,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
601-1,7,1981,103.129,17.128599,44.352699,98.674301,4.6359806,2.8407495,3.7921736,4.5918245,601,1980,86,4.6687551,4.6873212,2.7680912,3.8524406,3.4591455,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
602-1,7,1982,99.202003,17.187799,38.2799,99.380699,4.5971584,2.8441999,3.6449249,4.598958,602,1981,86,4.6359806,4.6687551,2.8407495,3.7921736,3.8524406,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
603-1,4,1976,69.900002,29.4851,10.2804,116.4,4.2470655,3.3838851,2.3302393,4.7570324,603,1982,87,,,,,,,,1,0,0,0,0,0,0,0,0
604-1,4,1977,39.200001,24.5453,9.3889999,115.7,3.6686769,3.2005203,2.2395387,4.7510004,604,1976,87,4.2470655,,3.3838851,2.3302393,,4.7570324,,0,1,0,0,0,0,0,0,0
605-1,4,1978,41.400002,24.040199,10.1128,112.8,3.7232809,3.1797273,2.313802,4.7256165,605,1977,87,3.6686769,4.2470655,3.2005203,2.2395387,2.3302393,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
606-1,4,1979,43,23.2321,10.8523,108.9,3.7612002,3.145535,2.384377,4.6904302,606,1978,87,3.7232809,3.6686769,3.1797273,2.313802,2.2395387,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
607-1,4,1980,39.5,24.538401,10.4247,100,3.6763008,3.2002392,2.344178,4.6051702,607,1979,87,3.7612002,3.7232809,3.145535,2.384377,2.313802,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
608-1,4,1981,35.799999,24.5758,10.1215,89.199997,3.5779479,3.2017622,2.314662,4.490881,608,1980,87,3.6763008,3.7612002,3.2002392,2.344178,2.384377,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
609-1,4,1982,32.400002,26.1768,9.5382996,90.5,3.4781585,3.2648735,2.2553153,4.5053496,609,1981,87,3.5779479,3.6763008,3.2017622,2.314662,2.344178,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
610-1,2,1976,7.4770002,33.563599,2.7620001,110.1,2.0118318,3.513442,1.0159551,4.7013888,610,1982,88,,,,,,,,1,0,0,0,0,0,0,0,0
611-1,2,1977,8.323,33.152901,2.8885,109.2,2.1190228,3.5011301,1.0607374,4.693181,611,1976,88,2.0118318,,3.513442,1.0159551,,4.7013888,,0,1,0,0,0,0,0,0,0
612-1,2,1978,8.6219997,33.566799,2.8583,111.9,2.1543171,3.5135374,1.050227,4.7176056,612,1977,88,2.1190228,2.0118318,3.5011301,1.0607374,1.0159551,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
613-1,2,1979,9.1350002,30.553801,2.0606999,111,2.2121131,3.4194891,.72304571,4.7095304,613,1978,88,2.1543171,2.1190228,3.5135374,1.050227,1.0607374,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
614-1,2,1980,8.6730003,29.007,2.1535001,100,2.1602149,3.3675373,.76709443,4.6051702,614,1979,88,2.2121131,2.1543171,3.4194891,.72304571,1.050227,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
615-1,2,1981,7.244,31.325399,1.8362,89,1.9801736,3.4444292,.6076982,4.4886365,615,1980,88,2.1602149,2.2121131,3.3675373,.76709443,.72304571,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
616-1,2,1982,7.3299999,31.6392,1.7845,90.900002,1.9919755,3.454397,.57913828,4.5097599,616,1981,88,1.9801736,2.1602149,3.4444292,.6076982,.76709443,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
617-1,2,1976,1.11,32.797901,.77920002,110.1,.10436003,3.4903646,-.2494875,4.7013888,617,1982,89,,,,,,,,1,0,0,0,0,0,0,0,0
618-1,2,1977,1.3380001,30.4289,.89700001,109.2,.29117599,3.4153929,-.1086994,4.693181,618,1976,89,.10436003,,3.4903646,-.2494875,,4.7013888,,0,1,0,0,0,0,0,0,0
619-1,2,1978,1.33,31.576599,1.2879,111.9,.28517899,3.4524164,.25301296,4.7176056,619,1977,89,.29117599,.10436003,3.4153929,-.1086994,-.2494875,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
620-1,2,1979,1.317,28.063101,1.6173,111,.27535644,3.3344555,.4807581,4.7095304,620,1978,89,.28517899,.29117599,3.4524164,.25301296,-.1086994,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
621-1,2,1980,1.341,27.281099,1.4548,100,.29341558,3.3061941,.37486845,4.6051702,621,1979,89,.27535644,.28517899,3.3344555,.4807581,.25301296,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
622-1,2,1981,1.357,28.4697,1.3437001,89,.30527636,3.3488405,.29542705,4.4886365,622,1980,89,.29341558,.27535644,3.3061941,.37486845,.4807581,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
623-1,2,1982,1.3,27.8811,1.0519,90.900002,.26236424,3.327949,.050598081,4.5097599,623,1981,89,.30527636,.29341558,3.3488405,.29542705,.37486845,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
624-1,2,1976,11.94,45.2318,6.3813,110.05,2.4798942,3.8118005,1.8533719,4.7009349,624,1982,90,,,,,,,,1,0,0,0,0,0,0,0,0
625-1,2,1977,11.703,33.733398,6.5955,109.425,2.4598453,3.5184884,1.8863876,4.6952395,625,1976,90,2.4798942,,3.8118005,1.8533719,,4.7009349,,0,1,0,0,0,0,0,0,0
626-1,2,1978,10.977,24.428301,7.6652002,111.225,2.3958023,3.1957424,2.0366907,4.711555,626,1977,90,2.4598453,2.4798942,3.5184884,1.8863876,1.8533719,4.6952395,4.7009349,0,0,1,0,0,0,0,0,0
627-1,2,1979,10.304,17.6434,7.6837001,111.225,2.3325322,2.8703618,2.0391011,4.711555,627,1978,90,2.3958023,2.4598453,3.1957424,2.0366907,1.8863876,4.711555,4.6952395,0,0,0,1,0,0,0,0,0
628-1,2,1980,11.795,24.7502,7.3811998,102.75,2.4676757,3.2088337,1.9989362,4.6322989,628,1979,90,2.3325322,2.3958023,2.8703618,2.0391011,2.0366907,4.711555,4.711555,0,0,0,0,1,0,0,0,0
629-1,2,1981,10.806,25.315001,6.7985001,91.75,2.3801014,3.2313972,1.916702,4.5190673,629,1980,90,2.4676757,2.3325322,3.2088337,1.9989362,2.0391011,4.6322989,4.711555,0,0,0,0,0,1,0,0,0
630-1,2,1982,10.467,26.4062,6.4828,90.425003,2.3482275,3.2735989,1.8691525,4.5045209,630,1981,90,2.3801014,2.4676757,3.2313972,1.916702,1.9989362,4.5190673,4.6322989,0,0,0,0,0,0,1,0,0
631-1,3,1976,.236,31.7209,.070500001,104.7664,-1.4439235,3.4569757,-2.6521425,4.6517329,631,1982,91,,,,,,,,1,0,0,0,0,0,0,0,0
632-1,3,1977,.248,29.5571,.0748,107.4791,-1.3943266,3.3863239,-2.5929375,4.6772966,632,1976,91,-1.4439235,,3.4569757,-2.6521425,,4.6517329,,0,1,0,0,0,0,0,0,0
633-1,3,1978,.244,30.2876,.070500001,108.9188,-1.4105871,3.4107385,-2.6521425,4.6906028,633,1977,91,-1.3943266,-1.4439235,3.3863239,-2.5929375,-2.6521425,4.6772966,4.6517329,0,0,1,0,0,0,0,0,0
634-1,3,1979,.23800001,31.3887,.066399999,111.5591,-1.4354845,3.4464481,-2.7120583,4.7145543,634,1978,91,-1.4105871,-1.3943266,3.4107385,-2.6521425,-2.5929375,4.6906028,4.6772966,0,0,0,1,0,0,0,0,0
635-1,3,1980,.227,28.158899,.069899999,100,-1.4828053,3.3378634,-2.6606896,4.6051702,635,1979,91,-1.4354845,-1.4105871,3.4464481,-2.7120583,-2.6521425,4.7145543,4.6906028,0,0,0,0,1,0,0,0,0
636-1,3,1981,.18700001,29.461599,.055199999,99.3965,-1.6766466,3.3830876,-2.8967924,4.5991168,636,1980,91,-1.4828053,-1.4354845,3.3378634,-2.6606896,-2.7120583,4.6051702,4.7145543,0,0,0,0,0,1,0,0,0
637-1,3,1982,.178,31.5145,.0603,99.293098,-1.7259717,3.4504478,-2.8084233,4.5980759,637,1981,91,-1.6766466,-1.4828053,3.3830876,-2.8967924,-2.6606896,4.5991168,4.6051702,0,0,0,0,0,0,1,0,0
638-1,5,1976,.287,21.2411,.0515,94.533302,-1.248273,3.055938,-2.9661734,4.5489521,638,1982,92,,,,,,,,1,0,0,0,0,0,0,0,0
639-1,5,1977,.33700001,20.240801,.055199999,95,-1.0876724,3.0077004,-2.8967924,4.5538769,639,1976,92,-1.248273,,3.055938,-2.9661734,,4.5489521,,0,1,0,0,0,0,0,0,0
640-1,5,1978,.28799999,22.959101,.035100002,99.400002,-1.2447948,3.1337144,-3.3495541,4.5991521,640,1977,92,-1.0876724,-1.248273,3.0077004,-2.8967924,-2.9661734,4.5538769,4.5489521,0,0,1,0,0,0,0,0,0
641-1,5,1979,.154,23.6096,.0119,102.4667,-1.8708026,3.1616535,-4.4312167,4.6295381,641,1978,92,-1.2447948,-1.0876724,3.1337144,-3.3495541,-2.8967924,4.5991521,4.5538769,0,0,0,1,0,0,0,0,0
642-1,5,1980,.162,23.339701,.017100001,101.4667,-1.820159,3.1501558,-4.0686769,4.6197305,642,1979,92,-1.8708026,-1.2447948,3.1616535,-4.4312167,-3.3495541,4.6295381,4.5991521,0,0,0,0,1,0,0,0,0
643-1,5,1981,.152,24.7467,.0176,97.966698,-1.8838748,3.2086921,-4.0398564,4.5846276,643,1980,92,-1.820159,-1.8708026,3.1501558,-4.0686769,-4.4312167,4.6197305,4.6295381,0,0,0,0,0,1,0,0,0
644-1,5,1982,.131,25.7297,.015,95.333298,-2.032558,3.2476459,-4.1997051,4.5573792,644,1981,92,-1.8838748,-1.820159,3.2086921,-4.0398564,-4.0686769,4.5846276,4.6197305,0,0,0,0,0,0,1,0,0
645-1,5,1977,74.661003,20.6721,27.0242,94.650002,4.3129578,3.028785,3.2967327,4.5501857,645,1982,93,,,,,,,,0,1,0,0,0,0,0,0,0
646-1,5,1978,75.087997,20.9398,27.5732,99,4.3186607,3.0416517,3.3168442,4.59512,646,1977,93,4.3129578,,3.028785,3.2967327,,4.5501857,,0,0,1,0,0,0,0,0,0
